uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
9007441	|	107003	|	Stylidium pseudohirsutum	|	species	|	gbif:7334896	|		|		|	
9007503	|	107003	|	Stylidium weeliwolli	|	species	|	gbif:5543485	|		|		|	
9007254	|	107003	|	Stylidium applanatum	|	species	|	gbif:5543720	|		|		|	
9007499	|	107003	|	Stylidium verticillatum	|	species	|	gbif:8266602	|		|		|	
9007467	|	107003	|	Stylidium scintillans	|	species	|	gbif:8140682	|		|		|	
9007494	|	107003	|	Stylidium uliginosum	|	species	|	gbif:8385615	|		|		|	
9007444	|	107003	|	Stylidium pulchellum	|	species	|	gbif:5543877	|		|		|	
9007321	|	107003	|	Stylidium diversifolium	|	species	|	gbif:5543924	|		|		|	
9007372	|	107003	|	Stylidium kalbarriense	|	species	|	gbif:5543841	|		|		|	
9007458	|	107003	|	Stylidium roseonanum	|	species	|	gbif:5543826	|		|		|	
9007329	|	107003	|	Stylidium ensatum	|	species	|	gbif:5543817	|		|		|	
9007429	|	107003	|	Stylidium perula	|	species	|	gbif:5543587	|		|		|	
9007365	|	107003	|	Stylidium insensitivum	|	species	|	gbif:5543936	|		|		|	
9007304	|	107003	|	Stylidium debile	|	species	|	gbif:7334898	|		|		|	
9007319	|	107003	|	Stylidium divaricatum	|	species	|	gbif:5543938	|		|		|	
9007420	|	107003	|	Stylidium paludicola	|	species	|	gbif:8428443	|		|		|	
9007320	|	107003	|	Stylidium divergens	|	species	|	gbif:5543934	|		|		|	
9007358	|	107003	|	Stylidium humphreysii	|	species	|	gbif:5543984	|		|		|	
9007410	|	107003	|	Stylidium nonscandens	|	species	|	gbif:5543758	|		|		|	
9007495	|	107003	|	Stylidium uniflorum	|	species	|	gbif:5543569	|		|		|	
9007445	|	107003	|	Stylidium pulviniforme	|	species	|	gbif:5543872	|		|		|	
9007453	|	107003	|	Stylidium ricae	|	species	|	gbif:5543713	|		|		|	
9007432	|	107003	|	Stylidium pilosum	|	species	|	gbif:7334882	|		|		|	
9007498	|	107003	|	Stylidium velleioides	|	species	|	gbif:5543526	|		|		|	
9007461	|	107003	|	Stylidium rubriscapum	|	species	|	gbif:5543617	|		|		|	
9007474	|	107003	|	Stylidium spathulatum	|	species	|	gbif:7334886	|		|		|	
9007480	|	107003	|	Stylidium symonii	|	species	|	gbif:5543762	|		|		|	
9007419	|	107003	|	Stylidium pachyrhizum	|	species	|	gbif:7620950	|		|		|	
9007248	|	107003	|	Stylidium albolilacinum	|	species	|	gbif:5543799	|		|		|	
9007317	|	107003	|	Stylidium dispermum	|	species	|	gbif:8035184	|		|		|	
858742	|	541659	|	Oreostylidium	|	genus	|	ncbi:74625,gbif:7334950	|		|		|	
858739	|	858742	|	Oreostylidium subulatum	|	species	|	ncbi:74626,gbif:3658644	|		|		|	
525301	|	541659	|	Donatia	|	genus	|	ncbi:57738,gbif:3233776	|		|		|	
301422	|	525301	|	Donatia fascicularis	|	species	|	ncbi:49598,gbif:5543737	|		|		|	
965914	|	525301	|	Donatia sp. Morgan 2142	|	species	|	ncbi:87001	|		|		|	
858740	|	525301	|	Donatia novae-zelandiae	|	species	|	ncbi:74627,gbif:5543723	|		|		|	
284046	|	541659	|	Levenhookia	|	genus	|	ncbi:74616,gbif:7334874	|		|		|	
284045	|	284046	|	Levenhookia pauciflora	|	species	|	ncbi:74617,gbif:3658174	|		|		|	
284044	|	284046	|	Levenhookia leptantha	|	species	|	ncbi:74618,gbif:3658203	|		|		|	
9007234	|	284046	|	Levenhookia octomaculata	|	species	|	gbif:3658190	|		|		|	
9007232	|	284046	|	Levenhookia chippendalei	|	species	|	gbif:3658264	|		|		|	
9007240	|	284046	|	Levenhookia stylidiodes	|	species	|	gbif:3658676	|		|		|	
9007237	|	284046	|	Levenhookia pusilla	|	species	|	gbif:3658804	|		|		|	
9007236	|	284046	|	Levenhookia pulcherrima	|	species	|	gbif:3658147	|		|		|	
9007239	|	284046	|	Levenhookia stipitata	|	species	|	gbif:7893862	|		|		|	
9007233	|	284046	|	Levenhookia dubia	|	species	|	gbif:7334884	|		|		|	
9007235	|	284046	|	Levenhookia preissii	|	species	|	gbif:7773700	|		|		|	
9007238	|	284046	|	Levenhookia sonderi	|	species	|	gbif:7918808	|		|		|	
128319	|	541659	|	Phyllachne	|	genus	|	ncbi:49615,gbif:7334940	|		|		|	
64990	|	128319	|	Phyllachne colensoi	|	species	|	ncbi:181591,gbif:3658760	|		|		|	
619934	|	128319	|	Phyllachne clavigera	|	species	|	ncbi:140588,gbif:7524930	|		|		|	
64991	|	128319	|	Phyllachne rubra	|	species	|	ncbi:181592,gbif:3658750	|		|		|	
128318	|	128319	|	Phyllachne uliginosa	|	species	|	ncbi:49616,gbif:3658732	|		|		|	
3826	|	1042120	|	Argophyllaceae	|	family	|	ncbi:57707,gbif:3789900	|		|	incertae_sedis	|	
505093	|	3826	|	Corokia	|	genus	|	ncbi:16908,gbif:8189787	|		|	incertae_sedis_inherited	|	
840022	|	505093	|	Corokia carpodetoides	|	species	|	ncbi:577419,gbif:3932914	|		|	incertae_sedis_inherited	|	
117299	|	505093	|	Corokia macrocarpa	|	species	|	ncbi:450835,gbif:3932860	|		|	incertae_sedis_inherited	|	
505091	|	505093	|	Corokia cotoneaster	|	species	|	ncbi:16909,gbif:3932870	|		|	incertae_sedis_inherited	|	
315628	|	505093	|	Corokia collenettei	|	species	|	ncbi:577420,gbif:3932888	|		|	incertae_sedis_inherited	|	
315626	|	505093	|	Corokia whiteana	|	species	|	ncbi:577421,gbif:3932819	|		|	incertae_sedis_inherited	|	
117297	|	505093	|	Corokia buddleioides	|	species	|	ncbi:450834,gbif:4927547	|		|	incertae_sedis_inherited	|	
9000020	|	505093	|	Corokia budcotonea	|	species	|	gbif:3932943	|		|	incertae_sedis_inherited	|	
9000021	|	505093	|	Corokia ×virgata Turrill	|	species	|	gbif:3932838	|		|	incertae_sedis_inherited	|	
876335	|	3826	|	Argophyllum	|	genus	|	ncbi:49586,gbif:7841378	|		|	incertae_sedis_inherited	|	
840043	|	876335	|	Argophyllum nullumense	|	species	|	ncbi:577416,gbif:3932606	|		|	incertae_sedis_inherited	|	
784193	|	876335	|	Argophyllum laxum	|	species	|	ncbi:863414,gbif:3932684	|		|	incertae_sedis_inherited	|	
876334	|	876335	|	Argophyllum sp. Telford 5462	|	species	|	ncbi:49587	|		|	incertae_sedis_inherited	|	
9000011	|	876335	|	Argophyllum cryptophlebum	|	species	|	ncbi:1382083,gbif:3932726	|		|	incertae_sedis_inherited	|	
840045	|	876335	|	Argophyllum sp. PIF 24277	|	species	|	ncbi:577417	|		|	incertae_sedis_inherited	|	
9000015	|	876335	|	Argophyllum lejourdanii	|	species	|	gbif:7776343	|		|	incertae_sedis_inherited	|	
9000012	|	876335	|	Argophyllum ellipticum	|	species	|	gbif:3932715	|		|	incertae_sedis_inherited	|	
9000019	|	876335	|	Argophyllum vernicosum	|	species	|	gbif:3932543	|		|	incertae_sedis_inherited	|	
9000010	|	876335	|	Argophyllum brevistylum	|	species	|	gbif:3932738	|		|	incertae_sedis_inherited	|	
9000014	|	876335	|	Argophyllum latifolium	|	species	|	gbif:3932694	|		|	incertae_sedis_inherited	|	
9000009	|	876335	|	Argophyllum brevipetalum	|	species	|	gbif:3932747	|		|	incertae_sedis_inherited	|	
9000008	|	876335	|	Argophyllum acinetochromum	|	species	|	gbif:3932771	|		|	incertae_sedis_inherited	|	
9000017	|	876335	|	Argophyllum nitidum	|	species	|	gbif:3932630	|		|	incertae_sedis_inherited	|	
9000016	|	876335	|	Argophyllum montanum	|	species	|	gbif:3932651	|		|	incertae_sedis_inherited	|	
9000013	|	876335	|	Argophyllum grunowii	|	species	|	gbif:3932705	|		|	incertae_sedis_inherited	|	
9000018	|	876335	|	Argophyllum verae	|	species	|	gbif:3932551	|		|	incertae_sedis_inherited	|	
5144413	|	1042120	|	Asterales environmental samples	|	no rank - terminal	|	ncbi:417453	|		|	was_container	|	
541654	|	1042120	|	Pentaphragmataceae	|	family	|	ncbi:41864,gbif:3232097	|		|		|	
678579	|	541654	|	Pentaphragma	|	genus	|	ncbi:26847,gbif:3232098	|		|		|	
329656	|	678579	|	Pentaphragma sp. CAM43	|	species	|	ncbi:650339	|		|		|	
684982	|	678579	|	Pentaphragma sp. Duangjai 49	|	species	|	ncbi:764923	|		|		|	
729873	|	678579	|	Pentaphragma ellipticum	|	species	|	ncbi:28495,gbif:7311249	|		|		|	
9007179	|	678579	|	Pentaphragma bartlettii	|	species	|	gbif:5706238	|		|		|	
9007177	|	678579	|	Pentaphragma albiflorum	|	species	|	gbif:5706221	|		|		|	
9007187	|	678579	|	Pentaphragma horsfieldii	|	species	|	gbif:5706245	|		|		|	
9007200	|	678579	|	Pentaphragma tenuiflorum	|	species	|	gbif:5706231	|		|		|	
9007183	|	678579	|	Pentaphragma decurrens	|	species	|	gbif:5706254	|		|		|	
9007199	|	678579	|	Pentaphragma spicatum	|	species	|	gbif:5706257	|		|		|	
9007192	|	678579	|	Pentaphragma longisepalum	|	species	|	gbif:5706235	|		|		|	
9007196	|	678579	|	Pentaphragma prostratum	|	species	|	gbif:5706253	|		|		|	
9007185	|	678579	|	Pentaphragma grandiflorum	|	species	|	gbif:5706243	|		|		|	
9007186	|	678579	|	Pentaphragma honbaense	|	species	|	gbif:5706258	|		|		|	
9007191	|	678579	|	Pentaphragma lanuginosum	|	species	|	gbif:5706248	|		|		|	
9007184	|	678579	|	Pentaphragma gamopetalum	|	species	|	gbif:5706256	|		|		|	
9007189	|	678579	|	Pentaphragma jaherii	|	species	|	gbif:5706234	|		|		|	
9007201	|	678579	|	Pentaphragma tetrapetalum	|	species	|	gbif:5706259	|		|		|	
9007193	|	678579	|	Pentaphragma mindanaense	|	species	|	gbif:5706249	|		|		|	
9007188	|	678579	|	Pentaphragma insigne	|	species	|	gbif:5706260	|		|		|	
9007194	|	678579	|	Pentaphragma paucinerve	|	species	|	gbif:5706222	|		|		|	
9007195	|	678579	|	Pentaphragma platyphyllum	|	species	|	gbif:5706239	|		|		|	
9007198	|	678579	|	Pentaphragma spatulisepalum	|	species	|	gbif:5706229	|		|		|	
9007203	|	678579	|	Pentaphragma winitii	|	species	|	gbif:5706233	|		|		|	
9007202	|	678579	|	Pentaphragma viride	|	species	|	gbif:5706246	|		|		|	
9007180	|	678579	|	Pentaphragma begoniifolium	|	species	|	gbif:7390343	|		|		|	
9007197	|	678579	|	Pentaphragma sinense	|	species	|	gbif:5706242	|		|		|	
9007176	|	678579	|	Pentaphragma acuminatum	|	species	|	gbif:5706236	|		|		|	
9007181	|	678579	|	Pentaphragma combretiflorum	|	species	|	gbif:5706252	|		|		|	
9007178	|	678579	|	Pentaphragma aurantiacum	|	species	|	gbif:7721527	|		|		|	
9007190	|	678579	|	Pentaphragma lambirense	|	species	|	gbif:5706261	|		|		|	
9007182	|	678579	|	Pentaphragma cyrtandriforme	|	species	|	gbif:5706225	|		|		|	
3847	|	1042120	|	Phellinaceae	|	family	|	ncbi:57708,gbif:3562486	|		|		|	
883864	|	3847	|	Phelline	|	genus	|	ncbi:4303,gbif:7309952	|		|		|	
511870	|	883864	|	Phelline billardierei	|	species	|	ncbi:92225,gbif:7984557	|		|		|	
511869	|	883864	|	Phelline lucida	|	species	|	ncbi:92224,gbif:4196465	|		|		|	
593937	|	883864	|	Phelline comosa	|	species	|	ncbi:4304,gbif:4196454	|		|		|	
9007217	|	883864	|	Phelline wagapensis	|	species	|	gbif:4196458	|		|		|	
9007207	|	883864	|	Phelline balansae	|	species	|	gbif:4196464	|		|		|	
9007211	|	883864	|	Phelline erubescens	|	species	|	gbif:4196461	|		|		|	
9007216	|	883864	|	Phelline robusta	|	species	|	gbif:4196466	|		|		|	
9007208	|	883864	|	Phelline brachyphylla	|	species	|	gbif:4196459	|		|		|	
9007214	|	883864	|	Phelline macrophylla	|	species	|	gbif:4196457	|		|		|	
9007213	|	883864	|	Phelline indivisa	|	species	|	gbif:4196462	|		|		|	
9007215	|	883864	|	Phelline microcarpa	|	species	|	gbif:4196463	|		|		|	
9007212	|	883864	|	Phelline floribunda	|	species	|	gbif:4196456	|		|		|	
9007210	|	883864	|	Phelline dumbeensis	|	species	|	gbif:4196455	|		|		|	
9007209	|	883864	|	Phelline confertifolia	|	species	|	gbif:4196460	|		|		|	
9007204	|	3847	|	Opentreeia	|	genus	|	data:testing	|		|		|	
9007205	|	9007204	|	Opentreeia sp. C	|	species	|	data:testing	|		|		|	
9007206	|	9007204	|	Opentreeia sp. D	|	species	|	data:testing	|		|		|	
637370	|	1042120	|	Alseuosmiaceae	|	family	|	ncbi:49929,gbif:3686178	|		|		|	
876342	|	637370	|	Alseuosmia	|	genus	|	ncbi:49582,gbif:7326524	|		|		|	
5144398	|	876342	|	Alseuosmia quercifolia	|	species	|	ncbi:490639,gbif:3686203	|		|		|	
277472	|	876342	|	Alseuosmia turneri	|	species	|	ncbi:490640,gbif:3686199	|		|		|	
901642	|	876342	|	Alseuosmia banksii	|	species	|	ncbi:490635,gbif:7326528	|		|		|	
901644	|	901642	|	Alseuosmia banksii var. banksii	|	varietas	|	ncbi:490636	|		|	infraspecific	|	
901645	|	901642	|	Alseuosmia banksii var. linariifolia	|	varietas	|	ncbi:490637	|		|	infraspecific	|	
901647	|	876342	|	Alseuosmia pusilla	|	species	|	ncbi:490638,gbif:3686181	|		|		|	
876340	|	876342	|	Alseuosmia macrophylla	|	species	|	ncbi:49583,gbif:3686201	|		|		|	
851924	|	876342	|	Alseuosmia sp. DCT-2010	|	species	|	ncbi:880040	|		|		|	
9000001	|	876342	|	Alseuosmia ligustrifolia	|	species	|	gbif:3686193	|		|		|	
9000000	|	876342	|	Alseuosmia atriplicifolia	|	species	|	gbif:3686189	|		|		|	
9000002	|	876342	|	Alseuosmia palaeiformis	|	species	|	gbif:3686194	|		|		|	
301414	|	637370	|	Crispiloba	|	genus	|	ncbi:49592,gbif:3686182	|		|		|	
301415	|	301414	|	Crispiloba disperma	|	species	|	ncbi:49593,gbif:3686195	|		|		|	
63913	|	637370	|	Wittsteinia	|	genus	|	ncbi:49931,gbif:7326527	|		|		|	
63909	|	63913	|	Wittsteinia vacciniacea	|	species	|	ncbi:49932,gbif:7959131	|		|		|	
55033	|	63913	|	Wittsteinia sp. McKee 4852	|	species	|	ncbi:863424	|		|		|	
9000007	|	63913	|	Wittsteinia papuana	|	species	|	gbif:3686208	|		|		|	
9000005	|	637370	|	Platyspermation	|	genus	|	ncbi:178797,gbif:7278647	|		|		|	
9000006	|	9000005	|	Platyspermation crassifolium	|	species	|	ncbi:178798,gbif:3932891	|		|		|	
9000003	|	637370	|	Periomphale	|	genus	|	gbif:8406944	|		|		|	
9000004	|	9000003	|	Periomphale balansae	|	species	|	gbif:3686202	|		|		|	
1086303	|	1042120	|	Campanulaceae	|	family	|	ncbi:4381,gbif:8801	|		|		|	
108861	|	1086303	|	Downingia	|	genus	|	ncbi:100712,gbif:3166274	|		|		|	
970447	|	108861	|	Downingia cuspidata	|	species	|	ncbi:101772,gbif:3166329	|		|		|	
977490	|	108861	|	Downingia pusilla	|	species	|	ncbi:104526,gbif:3166310	|		|		|	
977491	|	108861	|	Downingia ornatissima	|	species	|	ncbi:104527,gbif:3166298	|		|		|	
1065891	|	977491	|	Downingia ornatissima var. eximia	|	varietas	|	ncbi:136368	|		|	infraspecific	|	
1065890	|	977491	|	Downingia ornatissima var. ornatissima	|	varietas	|	ncbi:136369	|		|	infraspecific	|	
970450	|	108861	|	Downingia montana	|	species	|	ncbi:101775,gbif:3166276	|		|		|	
645471	|	108861	|	Downingia bicornuta	|	species	|	ncbi:100713,gbif:3166317	|		|		|	
149508	|	645471	|	Downingia bicornuta var. picta	|	varietas	|	ncbi:104595	|		|	infraspecific	|	
108864	|	645471	|	Downingia bicornuta var. bicornuta	|	varietas	|	ncbi:100714	|		|	infraspecific	|	
351932	|	108861	|	Downingia bella	|	species	|	ncbi:104519,gbif:3166283	|		|		|	
351933	|	108861	|	Downingia pulchella	|	species	|	ncbi:104518,gbif:3166303	|		|		|	
977488	|	108861	|	Downingia insignis	|	species	|	ncbi:104520,gbif:3166296	|		|		|	
977480	|	108861	|	Downingia bacigalupii	|	species	|	ncbi:104528,gbif:3166275	|		|		|	
977487	|	108861	|	Downingia yina	|	species	|	ncbi:104523,gbif:3166279	|		|		|	
977489	|	108861	|	Downingia laeta	|	species	|	ncbi:104521,gbif:3166334	|		|		|	
977485	|	108861	|	Downingia elegans	|	species	|	ncbi:104522,gbif:3166285	|		|		|	
977492	|	108861	|	Downingia concolor	|	species	|	ncbi:104524,gbif:3166321	|		|		|	
723934	|	977492	|	Downingia concolor var. concolor	|	varietas	|	ncbi:104583	|		|	infraspecific	|	
977493	|	977492	|	Downingia concolor var. brevior	|	varietas	|	ncbi:104525	|		|	infraspecific	|	
3893567	|	108861	|	Downingia puchella	|	species	|	gbif:4273110	|		|		|	
90642	|	1086303	|	Pseudonemacladus	|	genus	|	ncbi:135654,gbif:3168887	|		|		|	
90643	|	90642	|	Pseudonemacladus oppositifolius	|	species	|	ncbi:135655,gbif:3168888	|		|		|	
329012	|	1086303	|	Cyananthus	|	genus	|	ncbi:16402,gbif:5937546	|		|		|	
868954	|	329012	|	Cyananthus macrocalyx	|	species	|	ncbi:858951,gbif:5409770	|		|		|	
3893823	|	329012	|	Cyananthus pedunculatus	|	species	|	ncbi:1334534,gbif:5409722	|		|		|	
5144405	|	329012	|	Cyananthus sericeus	|	species	|	ncbi:1334535,gbif:5409724	|		|		|	
307086	|	329012	|	Cyananthus inflatus	|	species	|	ncbi:1045294,gbif:5409762	|		|		|	
3893832	|	329012	|	Cyananthus fasciculatus	|	species	|	ncbi:1334527,gbif:5409753	|		|		|	
307078	|	329012	|	Cyananthus dolichosceles	|	species	|	ncbi:1045290	|		|		|	
3893829	|	329012	|	Cyananthus longiflorus	|	species	|	ncbi:1334533,gbif:5409746	|		|		|	
182704	|	329012	|	Cyananthus delavayi	|	species	|	ncbi:1167297,gbif:5409795	|		|		|	
3893825	|	329012	|	Cyananthus flavus	|	species	|	ncbi:1334528,gbif:5409777	|		|		|	
5144402	|	3893825	|	Cyananthus flavus subsp. montanus	|	subspecies	|	ncbi:1334530	|		|	infraspecific	|	
5144401	|	3893825	|	Cyananthus flavus subsp. flavus	|	subspecies	|	ncbi:1334529	|		|	infraspecific	|	
307082	|	329012	|	Cyananthus hookeri	|	species	|	ncbi:1045292,gbif:5409755	|		|		|	
